Mã,Vốn hóa,P/E,P/B,ROE%,ROA%,LN%YoY,VCSH%YTD,BienGP%,D/E,HTM/VCSH,FVTPL/VCSH
CII,12633.3234708,101.82979291181225,1.4152725071002967,1.1111600318489858,0.3300731265429304,-52.50990415660694,30.54837396040371,56.1363933436694,1.8173259481564314,,
CTD,8786.28333,11.245450410075517,0.9362289265431432,8.672354045421608,2.6292712386001216,110.38523734093107,8.016862861490353,3.6006365342389315,0.5585474987727215,,
HHV,6702.90971175,11.541366953094805,0.6314509198422852,4.991495558578732,1.4606513333634437,36.211401013740094,11.372305861173022,42.510648294077946,1.516440473098829,,
DPG,4309.158618,13.172650840194354,1.9353616262991915,11.894273047081919,4.624497097759296,46.94247089220878,11.942261178514979,15.111048434731531,1.2951855044537326,,
C4G,2565.062112966,31.29471378869877,0.642125435641516,2.072268027396621,0.888162506946961,-54.24967620152729,1.951907175525067,11.677658400876227,0.7432536026403129,,
FCN,2093.9387665,66.29113541145395,0.8264086793113015,0.9404653681058486,0.3038103440542203,248.9482142834192,-1.7649881497890139,14.488273164172059,1.2348135858644387,,
LCG,2057.75720484,13.70502707428939,0.7615295803726141,5.645514035891155,2.4153795418761765,23.60336841046475,7.356227889305596,10.140834686565055,0.3956372405598649,,
HBC,1757.59357274,7.014738819816597,0.9047684423330589,13.63383939197468,1.6082594969039299,-74.05658233804672,11.996112415258093,6.270655193904178,2.0372599263647837,,
CTI,1452.14993085,10.539977009390894,0.8985675169779243,8.02135685031269,2.958159984737921,39.07093937050977,23.259025857388245,35.31343578090667,1.041684819375525,,
